metrics,pearson,spearman,kendalltau
coherence_unieval_summarization_fluency_src_hypo,0.27814501027501765,0.30512042597920563,0.2160272023332809
coherence_unieval_summarization_overall_src_hypo,0.4982271342212588,0.5380727298228339,0.38596439227803886
consistency_gptscore_gpt2-large_src_hypo,0.3826747931661183,0.3547440309370872,0.281627619502674
consistency_bartscore_facebook/bart-large-cnn_src_hypo,0.3769473957442844,0.3339253048084403,0.26396272670585624
consistency_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,0.19224847532935502,0.16797171446914538,0.13221698558242406
consistency_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,0.22277416375820341,0.19917110990150258,0.15552057405444253
consistency_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,0.22672187682097478,0.1999619504485294,0.1567090545208072
consistency_rouge-1-p_ref_hypo,0.04976558085293375,0.037602799542428296,0.029584595648219497
consistency_rouge-1-r_ref_hypo,0.12437123065854672,0.1176124613691587,0.09243162372655604
consistency_rouge-1-f_ref_hypo,0.09043294153825626,0.08104391116778181,0.06380623938594963
consistency_rouge-2-p_ref_hypo,0.06571868860445733,0.05573116527448146,0.043868867531726884
consistency_rouge-2-r_ref_hypo,0.08368061998949017,0.08043223780356888,0.06337691509773344
consistency_rouge-2-f_ref_hypo,0.07467585464351102,0.06856941608238913,0.053857104793057775
consistency_rouge-l-p_ref_hypo,0.042052608591983495,0.029684213067105593,0.023388587259765187
consistency_rouge-l-r_ref_hypo,0.11245301749508188,0.10340618429210666,0.0814284684412983
consistency_rouge-l-f_ref_hypo,0.07930284511816671,0.069121114988728,0.05427890252638423
consistency_meteor_ref_hypo,0.17864603709104293,0.1521534991375027,0.1191123504644309
consistency_bleu_ref_hypo,0.02560808910738708,0.04757553815674192,0.03752424334423975
consistency_moverscore_default_ref_hypo,0.1679135748670402,0.145908697347169,0.11432463976136993
consistency_unieval_fact_consistency_src_hypo,0.6093353725708877,0.45086564505111204,0.35947449519912517
consistency_unieval_summarization_coherence_src_hypo,0.4597972476713674,0.41524958940056744,0.3315399068612246
consistency_unieval_summarization_consistency_src_hypo,0.6340666749218603,0.43470264818596943,0.349023731547853
consistency_unieval_summarization_fluency_src_hypo,0.32262457121126,0.23487210463472377,0.18469752052109234
consistency_unieval_summarization_overall_src_hypo,0.5676205765146766,0.4286645112441002,0.34263926657605553
fluency_gptscore_gpt2-large_src_hypo,0.3263973515483394,0.28846986771093003,0.22577817117531376
fluency_bartscore_facebook/bart-large-cnn_src_hypo,0.35429931293698275,0.2845264406940739,0.22282053970732868
fluency_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,0.2506441446722969,0.1984316285824908,0.15493984062493998
fluency_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,0.19603575299917117,0.15557176277934875,0.12135473962153287
fluency_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,0.24691625593876138,0.19350606420469507,0.15110781496389308
fluency_rouge-1-p_ref_hypo,0.05206955513031168,0.04888339730598349,0.03783104079200053
fluency_rouge-1-r_ref_hypo,0.07244431132337763,0.07133943721922098,0.05535990810423705
fluency_rouge-1-f_ref_hypo,0.062151733914678556,0.057451269112590735,0.044432952714528115
fluency_rouge-2-p_ref_hypo,0.06181400605120609,0.048390707846148295,0.03749318724597688
fluency_rouge-2-r_ref_hypo,0.05066005576629216,0.045502319467781396,0.03520109004461288
fluency_rouge-2-f_ref_hypo,0.05502366953251503,0.044382649457199684,0.0342428784617974
fluency_rouge-l-p_ref_hypo,0.06008568047184194,0.06296289825296907,0.04853301079077846
fluency_rouge-l-r_ref_hypo,0.07920563720078473,0.08534078341559664,0.06630381410112912
fluency_rouge-l-f_ref_hypo,0.07025877047767429,0.07213555897460465,0.05577177416862541
fluency_meteor_ref_hypo,0.1184615037098917,0.09040352969328981,0.07002617263668934
fluency_bleu_ref_hypo,0.014761491519017764,-0.014841272167142806,-0.011994449395267118
fluency_moverscore_default_ref_hypo,0.14718297997734928,0.12208196404729175,0.09473533725812441
fluency_unieval_fact_consistency_src_hypo,0.4265526709508264,0.30455046819479065,0.23795932362955663
fluency_unieval_summarization_coherence_src_hypo,0.4469442727604081,0.345709208614448,0.2708988345238485
fluency_unieval_summarization_consistency_src_hypo,0.5744922981575541,0.3220310174155468,0.2508703775485546
fluency_unieval_summarization_fluency_src_hypo,0.5967860416909241,0.45126727968415786,0.35411418291780344
fluency_unieval_summarization_overall_src_hypo,0.6326815460720878,0.4335692478689259,0.34299054127174744
relevance_gptscore_gpt2-large_src_hypo,0.3625064257385763,0.3336892155621012,0.24309466165767948
relevance_bartscore_facebook/bart-large-cnn_src_hypo,0.42334996866858704,0.39403135232942876,0.2861029294653801
relevance_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,0.3618481727392523,0.3612521199009819,0.26064569002864535
relevance_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,0.4350957710270056,0.433143308094368,0.3138810842234577
relevance_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,0.4374917905536946,0.4379261148376749,0.3178811597582346
relevance_rouge-1-p_ref_hypo,0.21538108204948186,0.23733289799434404,0.1694290268596773
relevance_rouge-1-r_ref_hypo,0.35344961528569174,0.35513330447179886,0.2566438901085497
relevance_rouge-1-f_ref_hypo,0.3192289787900309,0.32176568662154914,0.23088352279732152
relevance_rouge-2-p_ref_hypo,0.1787348147915838,0.22186514730328252,0.15928376139289022
relevance_rouge-2-r_ref_hypo,0.24763412167804352,0.26975823595900394,0.1937806769677802
relevance_rouge-2-f_ref_hypo,0.22245129133430153,0.24777962886310093,0.17758603186869182
relevance_rouge-l-p_ref_hypo,0.19504593202891699,0.21110452764893128,0.15084268432127285
relevance_rouge-l-r_ref_hypo,0.3226346778832142,0.32284843651851886,0.2329057172584692
relevance_rouge-l-f_ref_hypo,0.2881004996416118,0.2891721335371003,0.20704408506273522
relevance_meteor_ref_hypo,0.3060410355806333,0.2916881993677854,0.21013019067194116
relevance_bleu_ref_hypo,0.004545330235035129,0.09553674852865889,0.0684857340684095
relevance_moverscore_default_ref_hypo,0.29731625080372637,0.30041108752186013,0.2152419376799414
relevance_unieval_fact_consistency_src_hypo,0.28654529613758395,0.15373173300755558,0.1070388870713087
relevance_unieval_summarization_coherence_src_hypo,0.40413639893326814,0.44677602680851375,0.3202227670228827
relevance_unieval_summarization_consistency_src_hypo,0.34796695122178284,0.30667041335277556,0.2183000770662983
relevance_unieval_summarization_fluency_src_hypo,0.28477737007450205,0.24072162377750086,0.1733230136473599
relevance_unieval_summarization_overall_src_hypo,0.4402433493968897,0.42553725966388983,0.30832705990697223
