metrics,pearson,spearman,kendalltau
Maintains Context_rouge-l-f_ref_hypo,0.1780815399352421,0.1862255056058417,0.13290799799819414
Maintains Context_meteor_ref_hypo,0.26647184628947823,0.275779722501146,0.19631014747731765
Maintains Context_bleu_ref_hypo,-0.11166090163921658,-0.1715456028982962,-0.12559346467818583
Maintains Context_moverscore_default_ref_hypo,0.22970494458836782,0.2603108439151121,0.18410901274759905
Maintains Context_unieval_fact_consistency_src_hypo,0.07310352867233236,0.09227351048979136,0.06458604292330838
Maintains Context_unieval_summarization_coherence_src_hypo,0.3845749088236805,0.3801849146688301,0.2707086168474705
Maintains Context_unieval_summarization_consistency_src_hypo,0.16874023744306466,0.17106588563275812,0.1208806343902461
Maintains Context_unieval_summarization_fluency_src_hypo,0.15347914456982045,0.16292155404560987,0.11409231156046894
Maintains Context_unieval_summarization_overall_src_hypo,0.2844108017695751,0.2955569101013108,0.20927429523798724
Engaging_gptscore_gpt2-large_src_hypo,-0.13214009839222868,-0.11645313846349219,-0.08398593355699134
Engaging_bartscore_facebook/bart-large-cnn_src_hypo,-0.06505763737591963,-0.04811126741608173,-0.034795205892259116
Engaging_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,0.2637129347825411,0.2723782406468547,0.1939416777487457
Engaging_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,0.4686871679549371,0.4971123004674735,0.36326387856332887
Engaging_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,0.39377356384427376,0.43516690828784216,0.3140249246950038
Engaging_rouge-1-p_ref_hypo,0.11323081350097973,0.12443987884750939,0.0885054052642006
Engaging_rouge-1-r_ref_hypo,0.3942717019762899,0.402061650859273,0.29206034841856626
Engaging_rouge-1-f_ref_hypo,0.28503798052621154,0.30158942908711245,0.21524970548616457
Engaging_rouge-2-p_ref_hypo,0.22988300503608478,0.30225120456472443,0.23044771462088487
Engaging_rouge-2-r_ref_hypo,0.32931591887397493,0.3728560589547233,0.28654668266629135
Engaging_rouge-2-f_ref_hypo,0.2847590162868371,0.3482961313114956,0.2659172809530851
Engaging_rouge-l-p_ref_hypo,0.1184752210623492,0.11499929622257023,0.08150536089326264
Engaging_rouge-l-r_ref_hypo,0.37607462911998374,0.38011322463785974,0.2766275045696015
Engaging_rouge-l-f_ref_hypo,0.2770606750039498,0.28293372738956923,0.20419764661703194
Engaging_meteor_ref_hypo,0.3998468829408783,0.4122050771246398,0.29738507649070867
Engaging_bleu_ref_hypo,-0.23503575235679916,-0.3358058646464986,-0.24754261227663737
Engaging_moverscore_default_ref_hypo,0.335701213467363,0.3598250321485254,0.2617959462039205
Engaging_unieval_fact_consistency_src_hypo,0.021903168209283407,0.058498437003843606,0.04357237494616232
Engaging_unieval_summarization_coherence_src_hypo,0.3798659108510535,0.3645604090437534,0.25885414778475513
Engaging_unieval_summarization_consistency_src_hypo,0.14218733472556647,0.14730940007133475,0.1020225337007265
Engaging_unieval_summarization_fluency_src_hypo,0.19156958099353227,0.15444134925767777,0.10954582146121496
Engaging_unieval_summarization_overall_src_hypo,0.28931049967360645,0.28811285487967625,0.20590177623977868
Uses Knowledge_gptscore_gpt2-large_src_hypo,-0.188606770839353,-0.18873128942928033,-0.14123554598556404
Uses Knowledge_bartscore_facebook/bart-large-cnn_src_hypo,-0.1448268646970849,-0.1254248556688746,-0.093984448794947
Uses Knowledge_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,0.19185620019318592,0.18435783920511703,0.13965505945900358
Uses Knowledge_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,0.41739021243542,0.4487195534742365,0.3544922280004249
Uses Knowledge_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,0.32615404325355785,0.3619602703570624,0.281353851495456
Uses Knowledge_rouge-1-p_ref_hypo,0.07898252812780954,0.06744584416214136,0.05223117543580638
Uses Knowledge_rouge-1-r_ref_hypo,0.3749843454476055,0.39003091004009094,0.30567872899606824
Uses Knowledge_rouge-1-f_ref_hypo,0.2529593392526321,0.25628497959098695,0.1980357880247826
Uses Knowledge_rouge-2-p_ref_hypo,0.2143391769284437,0.26940872598109156,0.2226765336682083
Uses Knowledge_rouge-2-r_ref_hypo,0.3012204385848964,0.33381721255085905,0.2789223015917106
Uses Knowledge_rouge-2-f_ref_hypo,0.26137321949558157,0.3118206454637104,0.25875880020417175
Uses Knowledge_rouge-l-p_ref_hypo,0.10936515152489272,0.09518623883466953,0.07429544753430439
Uses Knowledge_rouge-l-r_ref_hypo,0.3831361175756186,0.403393338031684,0.3185001095749813
Uses Knowledge_rouge-l-f_ref_hypo,0.2739058258031956,0.28090558355803946,0.21835204554040683
Uses Knowledge_meteor_ref_hypo,0.36252368546462466,0.3635727058978246,0.2828149834381216
Uses Knowledge_bleu_ref_hypo,-0.2346779484346902,-0.3205333614411639,-0.24665272123754398
Uses Knowledge_moverscore_default_ref_hypo,0.25921322402251074,0.2847335658560294,0.21987837556579512
Uses Knowledge_unieval_fact_consistency_src_hypo,-0.02720774470397747,0.00112748377556449,0.0012262395464693
Uses Knowledge_unieval_summarization_coherence_src_hypo,0.17761929073392163,0.18122936843418228,0.13965505945900358
Uses Knowledge_unieval_summarization_consistency_src_hypo,0.04736632040380397,0.06316282793214964,0.04825933859549177
Uses Knowledge_unieval_summarization_fluency_src_hypo,0.06942595004498321,0.03150901763943331,0.02433404255549077
Uses Knowledge_unieval_summarization_overall_src_hypo,0.11955805225286868,0.12682886967570914,0.0971999213834665
Overall_gptscore_gpt2-large_src_hypo,-0.061568486082887335,-0.02836472139866202,-0.019571546171559335
Overall_bartscore_facebook/bart-large-cnn_src_hypo,-0.050405987152968915,-0.010917061389276074,-0.006896640079501861
Overall_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,0.2662942582923155,0.2957644380118637,0.20144712880869287
Overall_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,0.4413886112645502,0.4683178321561569,0.323909089139307
Overall_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,0.37857872526348296,0.42936141885933826,0.2974875018077019
Overall_rouge-1-p_ref_hypo,0.09240896398554375,0.10722375478084406,0.07313445218461635
Overall_rouge-1-r_ref_hypo,0.359827065642308,0.36563715950579606,0.25658870988193166
Overall_rouge-1-f_ref_hypo,0.24648677647838232,0.264886623125229,0.18264113995496917
Overall_rouge-2-p_ref_hypo,0.2078493467847104,0.27965246979156205,0.20567882719054195
Overall_rouge-2-r_ref_hypo,0.3090273669252485,0.34405962535478546,0.2573756128539671
Overall_rouge-2-f_ref_hypo,0.26096348156151533,0.321315869063102,0.23777630527885052
Overall_rouge-l-p_ref_hypo,0.10707450009692453,0.11597895452211342,0.08213439037129014
Overall_rouge-l-r_ref_hypo,0.3536293204569229,0.35944498463365326,0.2535469546828813
Overall_rouge-l-f_ref_hypo,0.2512895860657894,0.2674006694847875,0.18765426967414683
Overall_meteor_ref_hypo,0.36627387669185735,0.37524103835853306,0.2620899326521243
Overall_bleu_ref_hypo,-0.20274499741732344,-0.23135729931997398,-0.16571599418776087
Overall_moverscore_default_ref_hypo,0.3047745106191633,0.33611137071826075,0.2351381475754486
Overall_unieval_fact_consistency_src_hypo,0.08019662574670575,0.11844699181241378,0.07973075118937624
Overall_unieval_summarization_coherence_src_hypo,0.4238164697345024,0.40442490467780745,0.2823428529844715
Overall_unieval_summarization_consistency_src_hypo,0.1929374222657258,0.2021309983853656,0.1351834653421277
Overall_unieval_summarization_fluency_src_hypo,0.2378379949111638,0.225411877275665,0.15321724717163593
Overall_unieval_summarization_overall_src_hypo,0.34576290404095067,0.34767046779063066,0.24268717252733574
