metrics,pearson,spearman,kendalltau
naturalness_unieval_summarization_consistency_src_hypo,0.23708201452478914,0.15129086388390836,0.11085527087986394
naturalness_unieval_summarization_fluency_src_hypo,0.35634152023289967,0.3320488269320256,0.24573212491469187
naturalness_unieval_summarization_overall_src_hypo,0.3944840659239934,0.3229935910986521,0.23964150032521872
quality_gptscore_gpt2-large_src_hypo,0.22449781508245378,0.16533194872349785,0.11984102740873877
quality_bartscore_facebook/bart-large-cnn_src_hypo,0.21164067407749682,0.14871594814351602,0.1088373537065595
quality_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,0.1277392966101276,0.09331485491105597,0.06840144152866656
quality_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,0.12345743185659296,0.08982872403836567,0.06503860352086208
quality_bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,0.13189150079172485,0.09374566264583847,0.0678313612194476
quality_rouge-1-p_ref_hypo,-0.02037549997468619,-0.024326121209248833,-0.017170368470198916
quality_rouge-1-r_ref_hypo,0.02578673518586956,0.020673042707598267,0.015930741363462494
quality_rouge-1-f_ref_hypo,0.005875117412441519,0.0021565499853615742,0.0020260181297651132
quality_rouge-2-p_ref_hypo,0.04226693423799192,0.012665016617582825,0.010492915972577484
quality_rouge-2-r_ref_hypo,0.04551473900099151,0.02413694342901111,0.017628337949519117
quality_rouge-2-f_ref_hypo,0.04450462631337713,0.01677219750919489,0.012664696556820412
quality_rouge-l-p_ref_hypo,-0.00620752260791284,-0.0179528578795149,-0.012420084424219005
quality_rouge-l-r_ref_hypo,0.021791706533321322,0.012566831569285767,0.009285967751482665
quality_rouge-l-f_ref_hypo,0.010055474448637842,-0.0016065274357259399,-0.0009075524868394398
quality_meteor_ref_hypo,0.08935602983754357,0.07428226636458919,0.05415039154312546
quality_bleu_ref_hypo,0.027132451135442912,0.06086927380889104,0.04493111237071299
quality_moverscore_default_ref_hypo,0.10100934151091646,0.07307746928379037,0.05298990248267301
quality_unieval_fact_consistency_src_hypo,0.06364471720074161,0.09064514918316399,0.06609968096377851
quality_unieval_summarization_coherence_src_hypo,0.2221715676787165,0.11200198728880406,0.08033156955975092
quality_unieval_summarization_consistency_src_hypo,0.21434137614430063,0.10464154846220634,0.07629793513148174
quality_unieval_summarization_fluency_src_hypo,0.3355927969748889,0.3002912442760088,0.22024465391380527
quality_unieval_summarization_overall_src_hypo,0.36704853563304146,0.2829413537183023,0.20841377040481524
