id,informativeness,naturalness,quality,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
350,6.0,4.5,4.5,-3.2944765090942383,-3.680928468704224,"[0.7482566833496094, 0.6932968497276306, 0.7962981462478638]","[0.7376618385314941, 0.749056339263916, 0.7689981460571289]","[0.7429214715957642, 0.7200987935066223, 0.7824100255966187]","[0.3333333333333333, 0.25, 0.4166666666666667]","[0.2857142857142857, 0.375, 0.4166666666666667]","[0.3076923027218935, 0.29999999520000004, 0.4166666616666667]","[0.08333333333333333, 0.08333333333333333, 0.25]","[0.07142857142857142, 0.14285714285714285, 0.2727272727272727]","[0.07692307195266304, 0.10526315324099744, 0.26086956022684316]","[0.3333333333333333, 0.25, 0.4166666666666667]","[0.2857142857142857, 0.375, 0.4166666666666667]","[0.3076923027218935, 0.29999999520000004, 0.4166666616666667]","[0.26816911250873515, 0.3875, 0.4336734693877551]","[1.1008876702055895e-231, 9.257324954728539e-232, 1.1008876702055895e-231]","[0.2801000994762113, 0.32895968623993, 0.5463795416070016]",0.3011624104104027,0.9535767170966052,0.9513934108726176,0.9384412862984378,0.9478038047558869
351,6.0,6.0,6.0,-3.018101930618286,-3.440870523452759,"[0.7548952698707581, 0.8488151431083679, 0.6939006447792053, 0.8210864067077637, 0.7594112753868103, 0.7884130477905273]","[0.8403408527374268, 0.8107322454452515, 0.7322894334793091, 0.849399983882904, 0.7349703311920166, 0.7535566091537476]","[0.7953296899795532, 0.8293367624282837, 0.7125783562660217, 0.8350032567977905, 0.7469909191131592, 0.7705909013748169]","[0.5, 0.6666666666666666, 0.16666666666666666, 0.5, 0.6666666666666666, 0.4166666666666667]","[0.5454545454545454, 0.5714285714285714, 0.25, 0.5, 0.6153846153846154, 0.4166666666666667]","[0.5217391254442345, 0.6153846104142012, 0.1999999952000001, 0.4999999950000001, 0.6399999950080001, 0.4166666616666667]","[0.3333333333333333, 0.5, 0.08333333333333333, 0.3333333333333333, 0.3333333333333333, 0.25]","[0.4, 0.46153846153846156, 0.14285714285714285, 0.36363636363636365, 0.3333333333333333, 0.2727272727272727]","[0.36363635867768596, 0.47999999500800006, 0.10526315324099744, 0.3478260819659736, 0.3333333283333334, 0.26086956022684316]","[0.5, 0.6666666666666666, 0.16666666666666666, 0.5, 0.5833333333333334, 0.4166666666666667]","[0.5454545454545454, 0.5714285714285714, 0.25, 0.5, 0.5384615384615384, 0.4166666666666667]","[0.5217391254442345, 0.6153846104142012, 0.1999999952000001, 0.4999999950000001, 0.559999995008, 0.4166666616666667]","[0.6332571138211383, 0.6453333333333333, 0.32877604166666663, 0.6013257575757576, 0.6326241134751773, 0.4336734693877551]","[9.257324954728539e-232, 1.1008876702055895e-231, 9.257324954728539e-232, 1.1008876702055895e-231, 1.1008876702055895e-231, 1.1008876702055895e-231]","[0.4201508479021404, 0.6835982600629529, 0.33061850046087304, 0.5901953832224427, 0.4155851394252892, 0.5623490103938288]",0.249926357133308,0.936648442447678,0.941824266729366,0.932290962777097,0.9369212239847137
352,4.0,4.0,4.5,-3.1943507194519043,-3.253298759460449,[0.7907476425170898],[0.7225303649902344],[0.7551014423370361],[0.5833333333333334],[0.4117647058823529],[0.4827586158382878],[0.25],[0.17647058823529413],[0.20689654687277062],[0.5833333333333334],[0.4117647058823529],[0.4827586158382878],[0.356638418079096],[9.257324954728539e-232],[0.4936221957369401],0.2569019975347672,0.9588224915420135,0.9640523547223911,0.911033037939541,0.9446359614013152
353,6.0,6.0,5.5,-2.8994140625,-3.146212100982666,"[0.8041886687278748, 0.7041714191436768, 0.8362308740615845, 0.747958242893219, 0.8070868253707886, 0.9439249038696289, 0.7938629388809204, 0.8145161867141724, 0.7223601341247559, 0.6287568807601929, 0.827297031879425, 0.7650129795074463, 0.72332763671875]","[0.7881142497062683, 0.7733166217803955, 0.8263939619064331, 0.6914746761322021, 0.7866233587265015, 0.8608230948448181, 0.7615832090377808, 0.818600058555603, 0.7970768809318542, 0.8219249248504639, 0.865414023399353, 0.8167752027511597, 0.7569383382797241]","[0.7960702776908875, 0.7371259927749634, 0.8312833309173584, 0.7186083197593689, 0.7967236638069153, 0.9004606604576111, 0.7773880958557129, 0.8165530562400818, 0.7578814625740051, 0.7124800682067871, 0.8459263443946838, 0.7900471687316895, 0.7397514581680298]","[0.6153846153846154, 0.38461538461538464, 0.6153846153846154, 0.46153846153846156, 0.6923076923076923, 0.9230769230769231, 0.5384615384615384, 0.46153846153846156, 0.46153846153846156, 0.3076923076923077, 0.6923076923076923, 0.46153846153846156, 0.38461538461538464]","[0.5714285714285714, 0.5, 0.6153846153846154, 0.35294117647058826, 0.5625, 0.75, 0.5833333333333334, 0.42857142857142855, 0.6, 0.6666666666666666, 0.75, 0.5454545454545454, 0.45454545454545453]","[0.5925925875994514, 0.4347826037807184, 0.6153846103846154, 0.399999995088889, 0.6206896502259216, 0.8275862019500595, 0.559999995008, 0.4444444394513032, 0.5217391255198489, 0.4210526272576177, 0.7199999950079999, 0.4999999950347222, 0.4166666617013889]","[0.38461538461538464, 0.15384615384615385, 0.46153846153846156, 0.23076923076923078, 0.3076923076923077, 0.6153846153846154, 0.3076923076923077, 0.15384615384615385, 0.38461538461538464, 0.15384615384615385, 0.38461538461538464, 0.38461538461538464, 0.23076923076923078]","[0.38461538461538464, 0.2222222222222222, 0.5, 0.1875, 0.25, 0.5, 0.36363636363636365, 0.15384615384615385, 0.5555555555555556, 0.4, 0.45454545454545453, 0.5, 0.3]","[0.38461537961538467, 0.18181817698347122, 0.47999999500800006, 0.20689654677764577, 0.275862064019025, 0.5517241329845423, 0.3333333283680556, 0.15384614884615402, 0.4545454497107439, 0.2222222182098766, 0.4166666617013889, 0.4347826037807184, 0.26086956030245756]","[0.6153846153846154, 0.38461538461538464, 0.6153846153846154, 0.46153846153846156, 0.6153846153846154, 0.8461538461538461, 0.5384615384615384, 0.46153846153846156, 0.46153846153846156, 0.3076923076923077, 0.6153846153846154, 0.46153846153846156, 0.38461538461538464]","[0.5714285714285714, 0.5, 0.6153846153846154, 0.35294117647058826, 0.5, 0.6875, 0.5833333333333334, 0.42857142857142855, 0.6, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454, 0.45454545454545453]","[0.5925925875994514, 0.4347826037807184, 0.6153846103846154, 0.399999995088889, 0.5517241329845423, 0.7586206847086802, 0.559999995008, 0.4444444394513032, 0.5217391255198489, 0.4210526272576177, 0.6399999950080001, 0.4999999950347222, 0.4166666617013889]","[0.6816901408450705, 0.551907719609583, 0.6602112676056339, 0.41558801775147924, 0.5319522471910112, 0.8330548128342246, 0.5399061032863851, 0.5486754966887417, 0.5647274633123689, 0.6914285714285715, 0.7882309078481328, 0.6401209677419356, 0.4891304347826087]","[0, 1.0832677820940877e-231, 1.0832677820940877e-231, 9.109159947227211e-232, 1.0832677820940877e-231, 1.0832677820940877e-231, 1.0832677820940877e-231, 1.0832677820940877e-231, 0, 0, 1.0832677820940877e-231, 9.109159947227211e-232, 0]","[0.6229964936664637, 0.2841537128789444, 0.6680474317314641, 0.44845322476331795, 0.5285408760580552, 0.7842205041087527, 0.5948130000359466, 0.5432498055516009, 0.35529783612892707, 0.3251440555586934, 0.6148025063135512, 0.46981339988686377, 0.4383722156053428]",0.3004847254670842,0.9476063867842797,0.9469401515308937,0.9501405015061235,0.9482290132737656
354,6.0,5.0,5.0,-3.154541015625,-3.385857582092285,"[0.6329852342605591, 0.8220593929290771, 0.6653904318809509, 0.6912670135498047]","[0.6483991742134094, 0.8241287469863892, 0.8691784143447876, 0.7681472897529602]","[0.6405994296073914, 0.8230927586555481, 0.7537530660629272, 0.7276822328567505]","[0.16666666666666666, 0.5, 0.3333333333333333, 0.3333333333333333]","[0.2857142857142857, 0.6, 0.6666666666666666, 0.5]","[0.2105263111357342, 0.5454545404958678, 0.44444444000000005, 0.39999999520000007]","[0.08333333333333333, 0.25, 0.25, 0.25]","[0.16666666666666666, 0.3333333333333333, 0.6, 0.42857142857142855]","[0.11111110666666683, 0.2857142808163266, 0.3529411723183391, 0.31578946903047095]","[0.16666666666666666, 0.5, 0.3333333333333333, 0.3333333333333333]","[0.2857142857142857, 0.6, 0.6666666666666666, 0.5]","[0.2105263111357342, 0.5454545404958678, 0.44444444000000005, 0.39999999520000007]","[0.48076923076923084, 0.7548191466320122, 0.7217391304347827, 0.5859375]","[0, 1.1008876702055895e-231, 0, 9.257324954728539e-232]","[0.2745831327264061, 0.5036989350626175, 0.3588741847641498, 0.35202432068634115]",0.0610164726379079,0.9227737607716506,0.9360540714381321,0.940824745815913,0.9332175260085652
355,6.0,5.0,5.5,-4.125428676605225,-3.952791452407837,"[0.6831082105636597, 0.6013081073760986]","[0.8155006170272827, 0.6944730877876282]","[0.7434563636779785, 0.6445413827896118]","[0.3333333333333333, 0.3333333333333333]","[0.6666666666666666, 0.5]","[0.44444444000000005, 0.39999999520000007]","[0.058823529411764705, 0.17647058823529413]","[0.125, 0.2727272727272727]","[0.07999999564800023, 0.2142857095153062]","[0.3333333333333333, 0.2777777777777778]","[0.6666666666666666, 0.4166666666666667]","[0.44444444000000005, 0.3333333285333334]","[0.70234375, 0.5637254901960784]","[0, 8.726094729337945e-232]","[0.4156053311418404, 0.19826689690366261]",0.2719960437784419,0.9039529619147877,0.8770574724386538,0.26114382785956963,0.6807180874043369
356,6.0,4.0,6.0,-2.9247753620147705,-3.222865104675293,"[0.7134907245635986, 0.6468614339828491]","[0.7475788593292236, 0.7098159790039062]","[0.7301371097564697, 0.676878035068512]","[0.4166666666666667, 0.16666666666666666]","[0.4166666666666667, 0.25]","[0.4166666616666667, 0.1999999952000001]","[0.3333333333333333, 0.08333333333333333]","[0.36363636363636365, 0.14285714285714285]","[0.3478260819659736, 0.10526315324099744]","[0.4166666666666667, 0.16666666666666666]","[0.4166666666666667, 0.25]","[0.4166666616666667, 0.1999999952000001]","[0.5295299938157081, 0.32877604166666663]","[9.257324954728539e-232, 9.257324954728539e-232]","[0.37093215032574145, 0.25620033149230015]",0.1341346349361854,0.9525196381365726,0.955550512570332,0.9304911424649082,0.9461870977239376
357,5.0,5.0,5.0,-3.389147520065308,-3.2704076766967773,"[0.8330497741699219, 0.8207940459251404, 0.8174364566802979, 0.8246937990188599, 0.7391629219055176, 0.7292607426643372, 0.6965523958206177, 0.6573947668075562, 0.610598087310791, 0.6778901219367981, 0.6856662034988403, 0.8020728826522827, 0.695188581943512, 0.7154625654220581, 0.6293143033981323, 0.6747080683708191, 0.7887208461761475, 0.6045030355453491]","[0.8247311115264893, 0.7807525992393494, 0.7626874446868896, 0.7863264679908752, 0.7824402451515198, 0.7048959732055664, 0.7870816588401794, 0.6800439953804016, 0.6507987976074219, 0.7009302377700806, 0.766380250453949, 0.7241777181625366, 0.7695009708404541, 0.7719733715057373, 0.8474342823028564, 0.7181421518325806, 0.7511267066001892, 0.6233800649642944]","[0.8288695812225342, 0.8002727627754211, 0.7891135215759277, 0.8050532341003418, 0.7601861953735352, 0.716871440410614, 0.7390550971031189, 0.6685276031494141, 0.6300578713417053, 0.6892176270484924, 0.7237799763679504, 0.7611375451087952, 0.7304596304893494, 0.7426444888114929, 0.7222657799720764, 0.6957479119300842, 0.7694647908210754, 0.6137964129447937]","[0.6666666666666666, 0.4166666666666667, 0.4166666666666667, 0.5833333333333334, 0.5833333333333334, 0.4166666666666667, 0.4166666666666667, 0.25, 0.08333333333333333, 0.25, 0.4166666666666667, 0.6666666666666666, 0.4166666666666667, 0.4166666666666667, 0.3333333333333333, 0.16666666666666666, 0.4166666666666667, 0.16666666666666666]","[0.6666666666666666, 0.4166666666666667, 0.4166666666666667, 0.5, 0.6363636363636364, 0.35714285714285715, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5, 0.47058823529411764, 0.5555555555555556, 0.5, 0.6666666666666666, 0.25, 0.4166666666666667, 0.25]","[0.6666666616666668, 0.4166666616666667, 0.4166666616666667, 0.5384615334911242, 0.6086956471833649, 0.38461537964497045, 0.4545454495867769, 0.2857142808163266, 0.11111110666666683, 0.2857142808163266, 0.4545454495867769, 0.5517241330796672, 0.47619047129251707, 0.4545454495867769, 0.44444444000000005, 0.1999999952000001, 0.4166666616666667, 0.1999999952000001]","[0.3333333333333333, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.08333333333333333, 0.0, 0.08333333333333333, 0.3333333333333333, 0.5, 0.3333333333333333, 0.3333333333333333, 0.25, 0.08333333333333333, 0.25, 0.08333333333333333]","[0.36363636363636365, 0.09090909090909091, 0.09090909090909091, 0.38461538461538464, 0.4, 0.3076923076923077, 0.4444444444444444, 0.125, 0.0, 0.125, 0.4444444444444444, 0.375, 0.5, 0.4444444444444444, 0.6, 0.14285714285714285, 0.2727272727272727, 0.14285714285714285]","[0.3478260819659736, 0.08695651674858251, 0.08695651674858251, 0.39999999500800004, 0.36363635867768596, 0.3199999950080001, 0.38095237605442184, 0.09999999520000023, 0.0, 0.09999999520000023, 0.38095237605442184, 0.4285714236734694, 0.39999999520000007, 0.38095237605442184, 0.3529411723183391, 0.10526315324099744, 0.26086956022684316, 0.10526315324099744]","[0.6666666666666666, 0.4166666666666667, 0.4166666666666667, 0.5833333333333334, 0.5833333333333334, 0.4166666666666667, 0.4166666666666667, 0.25, 0.08333333333333333, 0.25, 0.4166666666666667, 0.6666666666666666, 0.4166666666666667, 0.4166666666666667, 0.3333333333333333, 0.16666666666666666, 0.4166666666666667, 0.16666666666666666]","[0.6666666666666666, 0.4166666666666667, 0.4166666666666667, 0.5, 0.6363636363636364, 0.35714285714285715, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5, 0.47058823529411764, 0.5555555555555556, 0.5, 0.6666666666666666, 0.25, 0.4166666666666667, 0.25]","[0.6666666616666668, 0.4166666616666667, 0.4166666616666667, 0.5384615334911242, 0.6086956471833649, 0.38461537964497045, 0.4545454495867769, 0.2857142808163266, 0.11111110666666683, 0.2857142808163266, 0.4545454495867769, 0.5517241330796672, 0.47619047129251707, 0.4545454495867769, 0.44444444000000005, 0.1999999952000001, 0.4166666616666667, 0.1999999952000001]","[0.8248810418231906, 0.4336734693877551, 0.47821969696969696, 0.5736625514403292, 0.7181571815718157, 0.5192708333333333, 0.6068743286788401, 0.3542857142857143, 0.40464743589743596, 0.40608465608465605, 0.5608465608465608, 0.5296610169491526, 0.6588921282798834, 0.6068743286788401, 0.7217391304347827, 0.32877604166666663, 0.4336734693877551, 0.32877604166666663]","[1.1008876702055895e-231, 1.1008876702055895e-231, 1.1008876702055895e-231, 1.1008876702055895e-231, 9.257324954728539e-232, 9.257324954728539e-232, 9.257324954728539e-232, 9.257324954728539e-232, 9.257324954728539e-232, 9.257324954728539e-232, 0, 1.1008876702055895e-231, 9.257324954728539e-232, 9.257324954728539e-232, 0, 9.257324954728539e-232, 1.1008876702055895e-231, 9.257324954728539e-232]","[0.582880766118159, 0.4779960521559772, 0.5330549159561517, 0.6536619410028317, 0.4879987856813006, 0.4297283835972878, 0.40034514712170766, 0.22096306063356508, 0.17539335990129512, 0.3071419175599216, 0.38493367410876766, 0.5445917031832888, 0.3736829002592915, 0.43065102973510105, 0.30359735588456394, 0.30592203915334437, 0.5426969097462825, 0.1986024841645605]",0.1675072061033019,0.9477464067166033,0.9520696901222274,0.9425411694112692,0.9474524220833667
358,6.0,6.0,6.0,-3.19427752494812,-3.3396480083465576,"[0.8250797986984253, 0.8051837086677551, 0.7412347793579102, 0.6683793663978577, 0.7830379009246826, 0.7632617950439453, 0.7279400825500488, 0.7786394953727722, 0.5936597585678101]","[0.788582444190979, 0.8196840286254883, 0.71511310338974, 0.7739531993865967, 0.6863532066345215, 0.7372046113014221, 0.8494163155555725, 0.746091365814209, 0.5975788831710815]","[0.8064184188842773, 0.812369167804718, 0.7279396653175354, 0.7173025012016296, 0.7315146923065186, 0.7500069737434387, 0.78400057554245, 0.7620179653167725, 0.5956128835678101]","[0.6666666666666666, 0.5833333333333334, 0.4166666666666667, 0.16666666666666666, 0.6666666666666666, 0.5, 0.4166666666666667, 0.4166666666666667, 0.25]","[0.5714285714285714, 0.5833333333333334, 0.4166666666666667, 0.2857142857142857, 0.42105263157894735, 0.5, 0.5555555555555556, 0.4166666666666667, 0.2727272727272727]","[0.6153846104142012, 0.5833333283333335, 0.4166666616666667, 0.2105263111357342, 0.5161290275130074, 0.4999999950000001, 0.47619047129251707, 0.4166666616666667, 0.26086956022684316]","[0.5, 0.3333333333333333, 0.25, 0.08333333333333333, 0.5, 0.25, 0.3333333333333333, 0.25, 0.08333333333333333]","[0.46153846153846156, 0.36363636363636365, 0.2727272727272727, 0.16666666666666666, 0.3333333333333333, 0.2727272727272727, 0.5, 0.2727272727272727, 0.1]","[0.47999999500800006, 0.3478260819659736, 0.26086956022684316, 0.11111110666666683, 0.39999999520000007, 0.26086956022684316, 0.39999999520000007, 0.26086956022684316, 0.09090908595041348]","[0.6666666666666666, 0.5833333333333334, 0.4166666666666667, 0.16666666666666666, 0.6666666666666666, 0.5, 0.4166666666666667, 0.4166666666666667, 0.25]","[0.5714285714285714, 0.5833333333333334, 0.4166666666666667, 0.2857142857142857, 0.42105263157894735, 0.5, 0.5555555555555556, 0.4166666666666667, 0.2727272727272727]","[0.6153846104142012, 0.5833333283333335, 0.4166666616666667, 0.2105263111357342, 0.5161290275130074, 0.4999999950000001, 0.47619047129251707, 0.4166666616666667, 0.26086956022684316]","[0.6453333333333333, 0.7333333333333333, 0.41553748870822044, 0.3627873563218391, 0.46263108987123325, 0.47821969696969696, 0.6656948493683187, 0.4336734693877551, 0.3024390243902439]","[1.1008876702055895e-231, 1.1008876702055895e-231, 9.257324954728539e-232, 9.257324954728539e-232, 9.257324954728539e-232, 1.1008876702055895e-231, 9.257324954728539e-232, 1.1008876702055895e-231, 9.257324954728539e-232]","[0.6804544841236599, 0.5782476606317986, 0.5470308761865154, 0.3118551746786238, 0.5105432301841384, 0.575193061221903, 0.4324223322594175, 0.5581488869852136, 0.2525271661047659]",0.0945642999227815,0.9383389232367515,0.9363600881751095,0.9328167004379645,0.9358385706166085
359,5.5,5.5,5.0,-3.0564112663269043,-3.888442039489746,"[0.8098034858703613, 0.692672073841095, 0.6621983647346497, 0.6753115057945251, 0.7066251039505005, 0.6484328508377075]","[0.707573652267456, 0.7430142760276794, 0.7189725637435913, 0.7269465327262878, 0.7711411714553833, 0.7126592993736267]","[0.755244791507721, 0.7169605493545532, 0.6894185543060303, 0.700178325176239, 0.737474799156189, 0.6790307760238647]","[0.6666666666666666, 0.4166666666666667, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666]","[0.4444444444444444, 0.4166666666666667, 0.25, 0.4444444444444444, 0.4, 0.2]","[0.5333333285333334, 0.4166666616666667, 0.1999999952000001, 0.38095237605442184, 0.36363635867768596, 0.18181817685950424]","[0.3333333333333333, 0.3333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[0.23529411764705882, 0.36363636363636365, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1111111111111111]","[0.2758620641141499, 0.3478260819659736, 0.10526315324099744, 0.09999999520000023, 0.09523809034013632, 0.09523809034013632]","[0.5833333333333334, 0.4166666666666667, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666]","[0.3888888888888889, 0.4166666666666667, 0.25, 0.4444444444444444, 0.4, 0.2]","[0.46666666186666667, 0.4166666616666667, 0.1999999952000001, 0.38095237605442184, 0.36363635867768596, 0.18181817685950424]","[0.43314500941619577, 0.5295299938157081, 0.2937420178799489, 0.3875, 0.44834307992202727, 0.2768640350877193]","[9.257324954728539e-232, 9.257324954728539e-232, 0, 0, 9.257324954728539e-232, 9.257324954728539e-232]","[0.4504213573136501, 0.377468500943686, 0.3145236242355408, 0.4059362848420647, 0.3801723058503288, 0.2794256739419396]",0.2535738015491652,0.9534739605995445,0.9509221106560801,0.9404602400784976,0.948285437111374
360,6.0,5.0,6.0,-2.8047049045562744,-3.606775999069214,"[0.7659457921981812, 0.8942922353744507, 0.7735548615455627, 0.7867769002914429, 0.6190273761749268, 0.875145435333252, 0.6700174808502197, 0.6729328632354736]","[0.8113834857940674, 0.8781277537345886, 0.820899248123169, 0.8170866966247559, 0.6856508851051331, 0.9058698415756226, 0.7356833219528198, 0.7388066649436951]","[0.7880101799964905, 0.8861362934112549, 0.796524167060852, 0.8016453981399536, 0.6506381034851074, 0.8902426362037659, 0.7013166546821594, 0.7043328285217285]","[0.5882352941176471, 0.8823529411764706, 0.5882352941176471, 0.6470588235294118, 0.4117647058823529, 0.6470588235294118, 0.35294117647058826, 0.4117647058823529]","[0.7692307692307693, 0.8823529411764706, 0.7142857142857143, 0.6470588235294118, 0.5833333333333334, 0.7857142857142857, 0.6, 0.7]","[0.6666666617555557, 0.8823529361764706, 0.645161285369407, 0.6470588185294118, 0.4827586158382878, 0.709677414401665, 0.4444444397805213, 0.5185185138545954]","[0.29411764705882354, 0.5882352941176471, 0.29411764705882354, 0.29411764705882354, 0.23529411764705882, 0.5882352941176471, 0.17647058823529413, 0.17647058823529413]","[0.38461538461538464, 0.5882352941176471, 0.38461538461538464, 0.3125, 0.36363636363636365, 0.7142857142857143, 0.3333333333333333, 0.3333333333333333]","[0.3333333284222223, 0.5882352891176471, 0.3333333284222223, 0.30303029803489445, 0.28571428094387763, 0.645161285369407, 0.23076922624260363, 0.23076922624260363]","[0.4117647058823529, 0.7647058823529411, 0.47058823529411764, 0.47058823529411764, 0.4117647058823529, 0.6470588235294118, 0.29411764705882354, 0.29411764705882354]","[0.5384615384615384, 0.7647058823529411, 0.5714285714285714, 0.47058823529411764, 0.5833333333333334, 0.7857142857142857, 0.5, 0.5]","[0.4666666617555556, 0.7647058773529413, 0.5161290273048909, 0.47058823029411767, 0.4827586158382878, 0.709677414401665, 0.3703703657064472, 0.3703703657064472]","[0.8209045959309395, 0.9135328339480587, 0.7921898782343987, 0.7145055922290248, 0.5859375, 0.9239523121387282, 0.6914617698931426, 0.7495798319327731]","[0, 8.614911585158347e-232, 0, 0, 0, 8.614911585158347e-232, 8.614911585158347e-232, 8.614911585158347e-232]","[0.498738333854279, 0.7689038386240964, 0.4886958383328167, 0.5247182466819831, 0.2602017215956399, 0.6887189881448701, 0.32469585476624385, 0.3331494698826797]",0.495754982816159,0.9771877237739618,0.9751716211783364,0.6033155978824272,0.8518916476115752
361,5.5,3.5,3.0,-3.637364387512207,-3.8178343772888175,"[0.784518837928772, 0.6699883937835693, 0.8082082271575928]","[0.8122396469116211, 0.7341743111610413, 0.8260066509246826]","[0.7981386184692383, 0.700614333152771, 0.8170105218887329]","[0.5263157894736842, 0.3157894736842105, 0.5789473684210527]","[0.7142857142857143, 0.5454545454545454, 0.7333333333333333]","[0.6060606011753903, 0.3999999953555556, 0.6470588185986159]","[0.2777777777777778, 0.1111111111111111, 0.3888888888888889]","[0.38461538461538464, 0.2, 0.5]","[0.3225806402913632, 0.14285713826530627, 0.43749999507812504]","[0.5263157894736842, 0.21052631578947367, 0.5789473684210527]","[0.7142857142857143, 0.36363636363636365, 0.7333333333333333]","[0.6060606011753903, 0.2666666620222223, 0.6470588185986159]","[0.7974804351975567, 0.7231040564373898, 0.8437033349925335]","[8.614911585158347e-232, 0, 1.0244914152188952e-231]","[0.555902614085483, 0.3988748187179372, 0.6487041493752821]",0.3143722072688439,0.8934690459602382,0.873464008347435,0.3065993014968453,0.6911774519348395
