id,src,sys,refs,ref,fluency,grammar,semantics
29,"101_helena | discoverer | james_craig_watson,james_craig_watson | almamater | university_of_michigan,101_helena | discovered | 1868-08-15,james_craig_watson | nationality | canada,james_craig_watson | deathplace | madison,_wisconsin","101 helena , which is located in madison , wisconsin , is affiliated with james craig watson and is affiliated with university of michigan .","['james craig watson , who discovered 101 helena on 15th august 1868 , is a canadian national who attended the university of michigan . he died in madison , wisconsin .', '101 helena was discovered by the canadian james craig watson on august 15th 1868 . mr watson , who studied at the university of michigan , died in madison , wisconsin .', 'canadian james craig watson discovered 101 helena on august 15th , 1868 . he attended the university of michigan and died in madison , wisconsin .']","james craig watson , who discovered 101 helena on 15th august 1868 , is a canadian national who attended the university of michigan . he died in madison , wisconsin .",2.0,2.6666666666666665,1.3333333333333333
30,"101_helena | discoverer | james_craig_watson,james_craig_watson | almamater | university_of_michigan,101_helena | discovered | 1868-08-15,james_craig_watson | nationality | canada,james_craig_watson | deathplace | madison,_wisconsin",the american dish of astronaut is from the canada .,"['james craig watson , who discovered 101 helena on 15th august 1868 , is a canadian national who attended the university of michigan . he died in madison , wisconsin .', '101 helena was discovered by the canadian james craig watson on august 15th 1868 . mr watson , who studied at the university of michigan , died in madison , wisconsin .', 'canadian james craig watson discovered 101 helena on august 15th , 1868 . he attended the university of michigan and died in madison , wisconsin .']","james craig watson , who discovered 101 helena on 15th august 1868 , is a canadian national who attended the university of michigan . he died in madison , wisconsin .",2.333333333333333,2.333333333333333,1.0
31,"101_helena | discoverer | james_craig_watson,james_craig_watson | almamater | university_of_michigan,101_helena | discovered | 1868-08-15,james_craig_watson | nationality | canada,james_craig_watson | deathplace | madison,_wisconsin",august 15th 1868 is appointed president of james craig watson which is affiliated to university of michigan and has 101 helena as canada . james craig watson is located in august 15th 1868 and canada issn number of the university is it .,"['james craig watson , who discovered 101 helena on 15th august 1868 , is a canadian national who attended the university of michigan . he died in madison , wisconsin .', '101 helena was discovered by the canadian james craig watson on august 15th 1868 . mr watson , who studied at the university of michigan , died in madison , wisconsin .', 'canadian james craig watson discovered 101 helena on august 15th , 1868 . he attended the university of michigan and died in madison , wisconsin .']","james craig watson , who discovered 101 helena on 15th august 1868 , is a canadian national who attended the university of michigan . he died in madison , wisconsin .",1.5,2.0,2.0
32,"101_helena | discoverer | james_craig_watson,james_craig_watson | almamater | university_of_michigan,101_helena | discovered | 1868-08-15,james_craig_watson | nationality | canada,james_craig_watson | deathplace | madison,_wisconsin","james craig watson is canada . james craig watson graduated from university of michigan . it died in madison , wisconsin .","['james craig watson , who discovered 101 helena on 15th august 1868 , is a canadian national who attended the university of michigan . he died in madison , wisconsin .', '101 helena was discovered by the canadian james craig watson on august 15th 1868 . mr watson , who studied at the university of michigan , died in madison , wisconsin .', 'canadian james craig watson discovered 101 helena on august 15th , 1868 . he attended the university of michigan and died in madison , wisconsin .']","james craig watson , who discovered 101 helena on 15th august 1868 , is a canadian national who attended the university of michigan . he died in madison , wisconsin .",1.0,1.3333333333333333,1.3333333333333333
33,"101_helena | discoverer | james_craig_watson,james_craig_watson | almamater | university_of_michigan,101_helena | discovered | 1868-08-15,james_craig_watson | nationality | canada,james_craig_watson | deathplace | madison,_wisconsin","101 helena discoverer james craig watson james craig watson . he graduated from university of michigan 101 helena discovered 1868-08-15 james craig watson , canada james craig watson died in madison , wisconsin","['james craig watson , who discovered 101 helena on 15th august 1868 , is a canadian national who attended the university of michigan . he died in madison , wisconsin .', '101 helena was discovered by the canadian james craig watson on august 15th 1868 . mr watson , who studied at the university of michigan , died in madison , wisconsin .', 'canadian james craig watson discovered 101 helena on august 15th , 1868 . he attended the university of michigan and died in madison , wisconsin .']","james craig watson , who discovered 101 helena on 15th august 1868 , is a canadian national who attended the university of michigan . he died in madison , wisconsin .",1.3333333333333333,1.6666666666666667,3.0
34,"101_helena | discoverer | james_craig_watson,james_craig_watson | almamater | university_of_michigan,101_helena | discovered | 1868-08-15,james_craig_watson | nationality | canada,james_craig_watson | deathplace | madison,_wisconsin","james craig watson , who graduated from university of michigan , discovered 101 helena , discovered on august 15 ( 1868 ) . he is from canada . he died in madison ( wisconsin ) .","['james craig watson , who discovered 101 helena on 15th august 1868 , is a canadian national who attended the university of michigan . he died in madison , wisconsin .', '101 helena was discovered by the canadian james craig watson on august 15th 1868 . mr watson , who studied at the university of michigan , died in madison , wisconsin .', 'canadian james craig watson discovered 101 helena on august 15th , 1868 . he attended the university of michigan and died in madison , wisconsin .']","james craig watson , who discovered 101 helena on 15th august 1868 , is a canadian national who attended the university of michigan . he died in madison , wisconsin .",1.6666666666666667,1.6666666666666667,3.0
36,"101_helena | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis",james craero watson is the discoverts of james patson and he died in california .,"['james craig watson , who died from peritonitis , discovered 101 helena .', 'james craig watson who discovered 101 helena died of peritonitis .']","james craig watson , who died from peritonitis , discovered 101 helena .",1.3333333333333333,1.0,1.0
37,"101_helena | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis",the polish academy of sciences is in regionserved .,"['james craig watson , who died from peritonitis , discovered 101 helena .', 'james craig watson who discovered 101 helena died of peritonitis .']","james craig watson , who died from peritonitis , discovered 101 helena .",1.0,1.0,1.0
38,"101_helena | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis","peritonitis is the parent company of james craig watson , which is the location of 101 helena .","['james craig watson , who died from peritonitis , discovered 101 helena .', 'james craig watson who discovered 101 helena died of peritonitis .']","james craig watson , who died from peritonitis , discovered 101 helena .",2.333333333333333,2.6666666666666665,2.333333333333333
39,"101_helena | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis","james craig watson , who died of peritonitis , discovered 101 helena .","['james craig watson , who died from peritonitis , discovered 101 helena .', 'james craig watson who discovered 101 helena died of peritonitis .']","james craig watson , who died from peritonitis , discovered 101 helena .",2.6666666666666665,3.0,3.0
40,"101_helena | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis","101 helena died in james craig watson , which has peritonitis to the west .","['james craig watson , who died from peritonitis , discovered 101 helena .', 'james craig watson who discovered 101 helena died of peritonitis .']","james craig watson , who died from peritonitis , discovered 101 helena .",1.0,1.6666666666666667,1.0
42,"101_helena | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis",101 helena discoverer james craig watson james craig watson deathcause peritonitis,"['james craig watson , who died from peritonitis , discovered 101 helena .', 'james craig watson who discovered 101 helena died of peritonitis .']","james craig watson , who died from peritonitis , discovered 101 helena .",1.3333333333333333,1.3333333333333333,3.0
43,"101_helena | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis","james craig watson , who died of peritonitis , discovered 101 helena .","['james craig watson , who died from peritonitis , discovered 101 helena .', 'james craig watson who discovered 101 helena died of peritonitis .']","james craig watson , who died from peritonitis , discovered 101 helena .",2.6666666666666665,2.6666666666666665,3.0
45,"1036_ganymed | discoverer | walter_baade,walter_baade | deathplace | göttingen,walter_baade | birthplace | german_empire,walter_baade | almamater | university_of_göttingen,walter_baade | doctoralstudent | allan_sandage","base bair was born in balter and graduated from the university of golderen , who was born in balter . he graduated from the university of golderen and the doctoral style of the allan sandage . he died in balter , whose alma mater is the university of goldingen .","['german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .', 'walter baade , who had a doctoral student named allan sandage , was born in the german empire and graduated from the university of gottingen . he discovered 1036 ganymed and later died in gottingen .', 'allan sandage was a doctoral student of walter baade , the discoverer of 1036 ganymed . baade was born in the german empire and studied at the university of gottingen , the city where he died .']","german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .",1.6666666666666667,2.333333333333333,1.0
46,"1036_ganymed | discoverer | walter_baade,walter_baade | deathplace | göttingen,walter_baade | birthplace | german_empire,walter_baade | almamater | university_of_göttingen,walter_baade | doctoralstudent | allan_sandage",the port authority of headquarter and new jersey is the operating organisation of atlantic city international airport .,"['german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .', 'walter baade , who had a doctoral student named allan sandage , was born in the german empire and graduated from the university of gottingen . he discovered 1036 ganymed and later died in gottingen .', 'allan sandage was a doctoral student of walter baade , the discoverer of 1036 ganymed . baade was born in the german empire and studied at the university of gottingen , the city where he died .']","german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .",2.333333333333333,2.0,1.0
47,"1036_ganymed | discoverer | walter_baade,walter_baade | deathplace | göttingen,walter_baade | birthplace | german_empire,walter_baade | almamater | university_of_göttingen,walter_baade | doctoralstudent | allan_sandage",1036 ganymed ( born in german empire ) graduated from university of göttingen with a bachelor of science degree . he is affiliated with walter baade and is affiliated with allan sandage .,"['german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .', 'walter baade , who had a doctoral student named allan sandage , was born in the german empire and graduated from the university of gottingen . he discovered 1036 ganymed and later died in gottingen .', 'allan sandage was a doctoral student of walter baade , the discoverer of 1036 ganymed . baade was born in the german empire and studied at the university of gottingen , the city where he died .']","german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .",1.6666666666666667,1.6666666666666667,1.0
48,"1036_ganymed | discoverer | walter_baade,walter_baade | deathplace | göttingen,walter_baade | birthplace | german_empire,walter_baade | almamater | university_of_göttingen,walter_baade | doctoralstudent | allan_sandage",the leader of german empire is called the university of göttingen . the book was born in german empire .,"['german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .', 'walter baade , who had a doctoral student named allan sandage , was born in the german empire and graduated from the university of gottingen . he discovered 1036 ganymed and later died in gottingen .', 'allan sandage was a doctoral student of walter baade , the discoverer of 1036 ganymed . baade was born in the german empire and studied at the university of gottingen , the city where he died .']","german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .",1.6666666666666667,2.0,1.0
49,"1036_ganymed | discoverer | walter_baade,walter_baade | deathplace | göttingen,walter_baade | birthplace | german_empire,walter_baade | almamater | university_of_göttingen,walter_baade | doctoralstudent | allan_sandage",1036 ganymed was a student at walter baade which is affiliated to the university of texas system and competes in university of göttingen with german empire as the mascot . allan sandage was appointed as the president of walter baade .,"['german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .', 'walter baade , who had a doctoral student named allan sandage , was born in the german empire and graduated from the university of gottingen . he discovered 1036 ganymed and later died in gottingen .', 'allan sandage was a doctoral student of walter baade , the discoverer of 1036 ganymed . baade was born in the german empire and studied at the university of gottingen , the city where he died .']","german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .",2.6666666666666665,2.0,2.333333333333333
50,"1036_ganymed | discoverer | walter_baade,walter_baade | deathplace | göttingen,walter_baade | birthplace | german_empire,walter_baade | almamater | university_of_göttingen,walter_baade | doctoralstudent | allan_sandage","walter baade was born in german empire , graduated from university of göttingen , and died in göttingen .","['german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .', 'walter baade , who had a doctoral student named allan sandage , was born in the german empire and graduated from the university of gottingen . he discovered 1036 ganymed and later died in gottingen .', 'allan sandage was a doctoral student of walter baade , the discoverer of 1036 ganymed . baade was born in the german empire and studied at the university of gottingen , the city where he died .']","german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .",2.6666666666666665,2.333333333333333,1.3333333333333333
51,"1036_ganymed | discoverer | walter_baade,walter_baade | deathplace | göttingen,walter_baade | birthplace | german_empire,walter_baade | almamater | university_of_göttingen,walter_baade | doctoralstudent | allan_sandage",1036 ganymed discoverer walter baade walter baade died in göttingen walter baade was born in german empire walter baade . he graduated from university of göttingen walter baade doctoralstudent allan sandage,"['german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .', 'walter baade , who had a doctoral student named allan sandage , was born in the german empire and graduated from the university of gottingen . he discovered 1036 ganymed and later died in gottingen .', 'allan sandage was a doctoral student of walter baade , the discoverer of 1036 ganymed . baade was born in the german empire and studied at the university of gottingen , the city where he died .']","german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .",1.0,1.3333333333333333,2.333333333333333
52,"1036_ganymed | discoverer | walter_baade,walter_baade | deathplace | göttingen,walter_baade | birthplace | german_empire,walter_baade | almamater | university_of_göttingen,walter_baade | doctoralstudent | allan_sandage","walter baade , who died in göttingen , discovered 1036 ganymed . he was born in german empire . he graduated from university of göttingen . he is the doctoral adviser of allan sandage .","['german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .', 'walter baade , who had a doctoral student named allan sandage , was born in the german empire and graduated from the university of gottingen . he discovered 1036 ganymed and later died in gottingen .', 'allan sandage was a doctoral student of walter baade , the discoverer of 1036 ganymed . baade was born in the german empire and studied at the university of gottingen , the city where he died .']","german walter baade discovered 1036 ganymed . baade died in gottingen , was a graduate of the university of gottingen and allan sandage was among his doctoral students .",2.333333333333333,2.333333333333333,2.6666666666666665
54,"103_hera | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis",james castle watson is in the division of peritonitis and is the discovers of 03 watson .,"['james craig watson , who died of peritonitis , was the discoverer of 103 hera .', '103 hera was discovered by james craig watson , who later died from peritonitis .', 'james craig watson was the discoverer of 103 hera and he died from peritonitis .']","james craig watson , who died of peritonitis , was the discoverer of 103 hera .",2.0,2.0,2.333333333333333
55,"103_hera | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis",the polish academy of sciences is in regionserved .,"['james craig watson , who died of peritonitis , was the discoverer of 103 hera .', '103 hera was discovered by james craig watson , who later died from peritonitis .', 'james craig watson was the discoverer of 103 hera and he died from peritonitis .']","james craig watson , who died of peritonitis , was the discoverer of 103 hera .",2.0,2.333333333333333,1.0
56,"103_hera | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis","peritonitis is the parent company of james craig watson , which is the location of 103 hera .","['james craig watson , who died of peritonitis , was the discoverer of 103 hera .', '103 hera was discovered by james craig watson , who later died from peritonitis .', 'james craig watson was the discoverer of 103 hera and he died from peritonitis .']","james craig watson , who died of peritonitis , was the discoverer of 103 hera .",2.333333333333333,2.333333333333333,1.6666666666666667
57,"103_hera | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis","james craig watson , who died of peritonitis , discovered 103 hera .","['james craig watson , who died of peritonitis , was the discoverer of 103 hera .', '103 hera was discovered by james craig watson , who later died from peritonitis .', 'james craig watson was the discoverer of 103 hera and he died from peritonitis .']","james craig watson , who died of peritonitis , was the discoverer of 103 hera .",3.0,3.0,3.0
58,"103_hera | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis","103 hera died in james craig watson , which has peritonitis to the west .","['james craig watson , who died of peritonitis , was the discoverer of 103 hera .', '103 hera was discovered by james craig watson , who later died from peritonitis .', 'james craig watson was the discoverer of 103 hera and he died from peritonitis .']","james craig watson , who died of peritonitis , was the discoverer of 103 hera .",1.0,2.0,1.0
60,"103_hera | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis",103 hera discoverer james craig watson james craig watson deathcause peritonitis,"['james craig watson , who died of peritonitis , was the discoverer of 103 hera .', '103 hera was discovered by james craig watson , who later died from peritonitis .', 'james craig watson was the discoverer of 103 hera and he died from peritonitis .']","james craig watson , who died of peritonitis , was the discoverer of 103 hera .",1.0,1.0,2.333333333333333
61,"103_hera | discoverer | james_craig_watson,james_craig_watson | deathcause | peritonitis","james craig watson , who died of peritonitis , discovered 103 hera .","['james craig watson , who died of peritonitis , was the discoverer of 103 hera .', '103 hera was discovered by james craig watson , who later died from peritonitis .', 'james craig watson was the discoverer of 103 hera and he died from peritonitis .']","james craig watson , who died of peritonitis , was the discoverer of 103 hera .",3.0,3.0,3.0
63,"107_camilla | discoverer | n._r._pogson,n._r._pogson | birthplace | nottingham,n._r._pogson | nationality | england","the american n.r . pogson was born in the us and is the birthplace of 07 camilla , which is the birthplace of a. r. postson . he has also been born in the same year .","['107 camilla was discovered by the british nr pogson who was born in nottingham .', 'nr pogson was an english national who was born in nottingham and discovered 107 camilla .', '107 camilla was discovered by english , n . r . pogson , who was born in nottingham .']",107 camilla was discovered by the british nr pogson who was born in nottingham .,1.6666666666666667,2.0,1.6666666666666667
64,"107_camilla | discoverer | n._r._pogson,n._r._pogson | birthplace | nottingham,n._r._pogson | nationality | england",the port authority of the association of computing machinery is nottingham .,"['107 camilla was discovered by the british nr pogson who was born in nottingham .', 'nr pogson was an english national who was born in nottingham and discovered 107 camilla .', '107 camilla was discovered by english , n . r . pogson , who was born in nottingham .']",107 camilla was discovered by the british nr pogson who was born in nottingham .,2.333333333333333,2.333333333333333,1.0
65,"107_camilla | discoverer | n._r._pogson,n._r._pogson | birthplace | nottingham,n._r._pogson | nationality | england","n. r. pogson , born in nottingham , is the birthplace of 107 camilla , england .","['107 camilla was discovered by the british nr pogson who was born in nottingham .', 'nr pogson was an english national who was born in nottingham and discovered 107 camilla .', '107 camilla was discovered by english , n . r . pogson , who was born in nottingham .']",107 camilla was discovered by the british nr pogson who was born in nottingham .,3.0,3.0,1.0
